iteration	J-0	J-1	J-2	J-3	J-4	J-5	J-6	J-7	J-8	J-9	J-10	J-11	J-12	J-13	J-14	J-15	J-16	J-17	Sensor
11	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0
12	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0
13	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0
14	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0
15	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0
16	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0
17	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0
18	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0
19	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0
20	0.318472	2.02559	-0.504182	-0.294763	1.74527	-0.534244	0.318472	2.02559	-0.504182	-0.294763	1.74527	-0.534244	0.318472	2.02559	-0.504182	-0.294763	1.74527	-0.534244	0
21	0.301969	2.03767	-0.506303	-0.280832	1.75021	-0.528484	0.301969	2.03767	-0.506303	-0.280832	1.75021	-0.528484	0.301969	2.03767	-0.506303	-0.280832	1.75021	-0.528484	0
22	0.284535	2.04883	-0.508243	-0.266884	1.75534	-0.522812	0.284535	2.04883	-0.508243	-0.266884	1.75534	-0.522812	0.284535	2.04883	-0.508243	-0.266884	1.75534	-0.522812	0
23	0.26623	2.05908	-0.50992	-0.252968	1.76059	-0.517258	0.26623	2.05908	-0.50992	-0.252968	1.76059	-0.517258	0.26623	2.05908	-0.50992	-0.252968	1.76059	-0.517258	0
24	0.247113	2.06841	-0.511255	-0.239115	1.76586	-0.511843	0.247113	2.06841	-0.511255	-0.239115	1.76586	-0.511843	0.247113	2.06841	-0.511255	-0.239115	1.76586	-0.511843	0
25	0.22724	2.07684	-0.512171	-0.225337	1.77108	-0.506579	0.22724	2.07684	-0.512171	-0.225337	1.77108	-0.506579	0.22724	2.07684	-0.512171	-0.225337	1.77108	-0.506579	0
26	0.206667	2.08437	-0.512596	-0.211632	1.77617	-0.501477	0.206667	2.08437	-0.512596	-0.211632	1.77617	-0.501477	0.206667	2.08437	-0.512596	-0.211632	1.77617	-0.501477	0
27	0.185455	2.09103	-0.512461	-0.197985	1.78106	-0.496542	0.185455	2.09103	-0.512461	-0.197985	1.78106	-0.496542	0.185455	2.09103	-0.512461	-0.197985	1.78106	-0.496542	0
28	0.163666	2.09682	-0.511706	-0.184365	1.78568	-0.491782	0.163666	2.09682	-0.511706	-0.184365	1.78568	-0.491782	0.163666	2.09682	-0.511706	-0.184365	1.78568	-0.491782	0
29	0.14137	2.10175	-0.510278	-0.170733	1.78997	-0.487207	0.14137	2.10175	-0.510278	-0.170733	1.78997	-0.487207	0.14137	2.10175	-0.510278	-0.170733	1.78997	-0.487207	0
30	0.118646	2.10582	-0.508135	-0.157041	1.79389	-0.482833	0.118646	2.10582	-0.508135	-0.157041	1.79389	-0.482833	0.118646	2.10582	-0.508135	-0.157041	1.79389	-0.482833	0
31	0.0955825	2.10906	-0.505252	-0.143237	1.79737	-0.47868	0.0955825	2.10906	-0.505252	-0.143237	1.79737	-0.47868	0.0955825	2.10906	-0.505252	-0.143237	1.79737	-0.47868	0
32	0.0722776	2.11147	-0.501617	-0.129264	1.8004	-0.47478	0.0722776	2.11147	-0.501617	-0.129264	1.8004	-0.47478	0.0722776	2.11147	-0.501617	-0.129264	1.8004	-0.47478	0
33	0.0488407	2.11307	-0.49724	-0.115064	1.80294	-0.471168	0.0488407	2.11307	-0.49724	-0.115064	1.80294	-0.471168	0.0488407	2.11307	-0.49724	-0.115064	1.80294	-0.471168	0
34	0.0253903	2.1139	-0.492151	-0.100583	1.80497	-0.467889	0.0253903	2.1139	-0.492151	-0.100583	1.80497	-0.467889	0.0253903	2.1139	-0.492151	-0.100583	1.80497	-0.467889	0
35	0.00205225	2.11399	-0.486405	-0.0857716	1.8065	-0.464994	0.00205225	2.11399	-0.486405	-0.0857716	1.8065	-0.464994	0.00205225	2.11399	-0.486405	-0.0857716	1.8065	-0.464994	0
36	-0.0210425	2.11336	-0.480079	-0.0705891	1.80752	-0.462534	-0.0210425	2.11336	-0.480079	-0.0705891	1.80752	-0.462534	-0.0210425	2.11336	-0.480079	-0.0705891	1.80752	-0.462534	0
37	-0.0437622	2.11207	-0.473275	-0.0550057	1.80804	-0.460564	-0.0437622	2.11207	-0.473275	-0.0550057	1.80804	-0.460564	-0.0437622	2.11207	-0.473275	-0.0550057	1.80804	-0.460564	0
38	-0.0659778	2.11015	-0.466119	-0.0390054	1.80807	-0.459133	-0.0659778	2.11015	-0.466119	-0.0390054	1.80807	-0.459133	-0.0659778	2.11015	-0.466119	-0.0390054	1.80807	-0.459133	0
39	-0.0875678	2.10766	-0.458751	-0.0225875	1.80763	-0.458286	-0.0875678	2.10766	-0.458751	-0.0225875	1.80763	-0.458286	-0.0875678	2.10766	-0.458751	-0.0225875	1.80763	-0.458286	0
40	-0.108422	2.10461	-0.451331	-0.00576781	1.80673	-0.458054	-0.108422	2.10461	-0.451331	-0.00576781	1.80673	-0.458054	-0.108422	2.10461	-0.451331	-0.00576781	1.80673	-0.458054	0
41	-0.128447	2.10105	-0.444027	0.0114209	1.80539	-0.458456	-0.128447	2.10105	-0.444027	0.0114209	1.80539	-0.458456	-0.128447	2.10105	-0.444027	0.0114209	1.80539	-0.458456	0
42	-0.147569	2.09699	-0.437011	0.0289301	1.80361	-0.459496	-0.147569	2.09699	-0.437011	0.0289301	1.80361	-0.459496	-0.147569	2.09699	-0.437011	0.0289301	1.80361	-0.459496	0
43	-0.165734	2.09244	-0.430452	0.0466971	1.80143	-0.461157	-0.165734	2.09244	-0.430452	0.0466971	1.80143	-0.461157	-0.165734	2.09244	-0.430452	0.0466971	1.80143	-0.461157	0
44	-0.182913	2.08742	-0.424513	0.0646476	1.79885	-0.463406	-0.182913	2.08742	-0.424513	0.0646476	1.79885	-0.463406	-0.182913	2.08742	-0.424513	0.0646476	1.79885	-0.463406	0
45	-0.199103	2.08191	-0.419343	0.0826996	1.79589	-0.466192	-0.199103	2.08191	-0.419343	0.0826996	1.79589	-0.466192	-0.199103	2.08191	-0.419343	0.0826996	1.79589	-0.466192	0
46	-0.214319	2.0759	-0.415071	0.100767	1.79258	-0.469448	-0.214319	2.0759	-0.415071	0.100767	1.79258	-0.469448	-0.214319	2.0759	-0.415071	0.100767	1.79258	-0.469448	0
47	-0.228601	2.0694	-0.411806	0.118762	1.78895	-0.473094	-0.228601	2.0694	-0.411806	0.118762	1.78895	-0.473094	-0.228601	2.0694	-0.411806	0.118762	1.78895	-0.473094	0
48	-0.242006	2.06238	-0.409634	0.136604	1.78504	-0.477042	-0.242006	2.06238	-0.409634	0.136604	1.78504	-0.477042	-0.242006	2.06238	-0.409634	0.136604	1.78504	-0.477042	0
49	-0.254606	2.05484	-0.408613	0.154216	1.78091	-0.481196	-0.254606	2.05484	-0.408613	0.154216	1.78091	-0.481196	-0.254606	2.05484	-0.408613	0.154216	1.78091	-0.481196	0
50	-0.266481	2.04677	-0.408779	0.171532	1.77661	-0.485457	-0.266481	2.04677	-0.408779	0.171532	1.77661	-0.485457	-0.266481	2.04677	-0.408779	0.171532	1.77661	-0.485457	0
51	-0.277721	2.03818	-0.410142	0.188496	1.77222	-0.489727	-0.277721	2.03818	-0.410142	0.188496	1.77222	-0.489727	-0.277721	2.03818	-0.410142	0.188496	1.77222	-0.489727	0
52	-0.288414	2.02907	-0.412693	0.205063	1.76781	-0.493911	-0.288414	2.02907	-0.412693	0.205063	1.76781	-0.493911	-0.288414	2.02907	-0.412693	0.205063	1.76781	-0.493911	0
53	-0.29865	2.01945	-0.416398	0.221203	1.76347	-0.497921	-0.29865	2.01945	-0.416398	0.221203	1.76347	-0.497921	-0.29865	2.01945	-0.416398	0.221203	1.76347	-0.497921	0
54	-0.30851	2.00933	-0.421211	0.23689	1.75929	-0.501673	-0.30851	2.00933	-0.421211	0.23689	1.75929	-0.501673	-0.30851	2.00933	-0.421211	0.23689	1.75929	-0.501673	0
55	-0.318068	1.99872	-0.427067	0.252111	1.75535	-0.505094	-0.318068	1.99872	-0.427067	0.252111	1.75535	-0.505094	-0.318068	1.99872	-0.427067	0.252111	1.75535	-0.505094	0
56	-0.327385	1.98764	-0.433886	0.266856	1.75175	-0.50812	-0.327385	1.98764	-0.433886	0.266856	1.75175	-0.50812	-0.327385	1.98764	-0.433886	0.266856	1.75175	-0.50812	0
57	-0.336509	1.97609	-0.441579	0.281119	1.74858	-0.510695	-0.336509	1.97609	-0.441579	0.281119	1.74858	-0.510695	-0.336509	1.97609	-0.441579	0.281119	1.74858	-0.510695	0
58	-0.345473	1.9641	-0.450042	0.294896	1.74592	-0.512776	-0.345473	1.9641	-0.450042	0.294896	1.74592	-0.512776	-0.345473	1.9641	-0.450042	0.294896	1.74592	-0.512776	0
59	-0.35429	1.95166	-0.459164	0.308178	1.74386	-0.514329	-0.35429	1.95166	-0.459164	0.308178	1.74386	-0.514329	-0.35429	1.95166	-0.459164	0.308178	1.74386	-0.514329	0
60	-0.362956	1.93881	-0.468822	0.320954	1.7425	-0.515335	-0.362956	1.93881	-0.468822	0.320954	1.7425	-0.515335	-0.362956	1.93881	-0.468822	0.320954	1.7425	-0.515335	0
61	-0.371452	1.92555	-0.478886	0.333207	1.74192	-0.515785	-0.371452	1.92555	-0.478886	0.333207	1.74192	-0.515785	-0.371452	1.92555	-0.478886	0.333207	1.74192	-0.515785	0
62	-0.379735	1.91193	-0.489214	0.34491	1.7422	-0.515686	-0.379735	1.91193	-0.489214	0.34491	1.7422	-0.515686	-0.379735	1.91193	-0.489214	0.34491	1.7422	-0.515686	0
63	-0.387748	1.89799	-0.499663	0.356029	1.74344	-0.515059	-0.387748	1.89799	-0.499663	0.356029	1.74344	-0.515059	-0.387748	1.89799	-0.499663	0.356029	1.74344	-0.515059	0
64	-0.395417	1.88379	-0.510079	0.36652	1.74571	-0.51394	-0.395417	1.88379	-0.510079	0.36652	1.74571	-0.51394	-0.395417	1.88379	-0.510079	0.36652	1.74571	-0.51394	0
65	-0.402652	1.86941	-0.520309	0.37633	1.7491	-0.51238	-0.402652	1.86941	-0.520309	0.37633	1.7491	-0.51238	-0.402652	1.86941	-0.520309	0.37633	1.7491	-0.51238	0
66	-0.409351	1.85497	-0.530198	0.385397	1.75368	-0.510445	-0.409351	1.85497	-0.530198	0.385397	1.75368	-0.510445	-0.409351	1.85497	-0.530198	0.385397	1.75368	-0.510445	0
67	-0.415401	1.84058	-0.539595	0.39365	1.75952	-0.508215	-0.415401	1.84058	-0.539595	0.39365	1.75952	-0.508215	-0.415401	1.84058	-0.539595	0.39365	1.75952	-0.508215	0
68	-0.420686	1.82639	-0.548353	0.401013	1.76666	-0.505778	-0.420686	1.82639	-0.548353	0.401013	1.76666	-0.505778	-0.420686	1.82639	-0.548353	0.401013	1.76666	-0.505778	0
69	-0.425087	1.81256	-0.556338	0.407406	1.77515	-0.503235	-0.425087	1.81256	-0.556338	0.407406	1.77515	-0.503235	-0.425087	1.81256	-0.556338	0.407406	1.77515	-0.503235	0
70	-0.428486	1.79926	-0.563431	0.412745	1.78497	-0.500686	-0.428486	1.79926	-0.563431	0.412745	1.78497	-0.500686	-0.428486	1.79926	-0.563431	0.412745	1.78497	-0.500686	0
71	-0.430775	1.78667	-0.569529	0.416951	1.79612	-0.498236	-0.430775	1.78667	-0.569529	0.416951	1.79612	-0.498236	-0.430775	1.78667	-0.569529	0.416951	1.79612	-0.498236	0
72	-0.431858	1.77495	-0.574555	0.419944	1.80853	-0.495983	-0.431858	1.77495	-0.574555	0.419944	1.80853	-0.495983	-0.431858	1.77495	-0.574555	0.419944	1.80853	-0.495983	0
73	-0.431656	1.76426	-0.578453	0.421655	1.8221	-0.494015	-0.431656	1.76426	-0.578453	0.421655	1.8221	-0.494015	-0.431656	1.76426	-0.578453	0.421655	1.8221	-0.494015	0
74	-0.430112	1.75473	-0.581197	0.422022	1.83672	-0.492408	-0.430112	1.75473	-0.581197	0.422022	1.83672	-0.492408	-0.430112	1.75473	-0.581197	0.422022	1.83672	-0.492408	0
75	-0.427195	1.74647	-0.582788	0.420997	1.85222	-0.491223	-0.427195	1.74647	-0.582788	0.420997	1.85222	-0.491223	-0.427195	1.74647	-0.582788	0.420997	1.85222	-0.491223	0
76	-0.422898	1.73956	-0.583252	0.418544	1.86841	-0.490497	-0.422898	1.73956	-0.583252	0.418544	1.86841	-0.490497	-0.422898	1.73956	-0.583252	0.418544	1.86841	-0.490497	0
77	-0.417244	1.73402	-0.582641	0.414646	1.8851	-0.490251	-0.417244	1.73402	-0.582641	0.414646	1.8851	-0.490251	-0.417244	1.73402	-0.582641	0.414646	1.8851	-0.490251	0
78	-0.410284	1.72986	-0.581031	0.409299	1.90207	-0.490485	-0.410284	1.72986	-0.581031	0.409299	1.90207	-0.490485	-0.410284	1.72986	-0.581031	0.409299	1.90207	-0.490485	0
79	-0.402092	1.72704	-0.578515	0.402516	1.9191	-0.491176	-0.402092	1.72704	-0.578515	0.402516	1.9191	-0.491176	-0.402092	1.72704	-0.578515	0.402516	1.9191	-0.491176	0
80	-0.392765	1.7255	-0.575197	0.394324	1.93599	-0.492288	-0.392765	1.7255	-0.575197	0.394324	1.93599	-0.492288	-0.392765	1.7255	-0.575197	0.394324	1.93599	-0.492288	0
81	-0.382419	1.72514	-0.571193	0.384766	1.95255	-0.493767	-0.382419	1.72514	-0.571193	0.384766	1.95255	-0.493767	-0.382419	1.72514	-0.571193	0.384766	1.95255	-0.493767	0
82	-0.371181	1.72587	-0.566622	0.373891	1.96862	-0.49555	-0.371181	1.72587	-0.566622	0.373891	1.96862	-0.49555	-0.371181	1.72587	-0.566622	0.373891	1.96862	-0.49555	0
83	-0.359187	1.72756	-0.5616	0.361759	1.98405	-0.497563	-0.359187	1.72756	-0.5616	0.361759	1.98405	-0.497563	-0.359187	1.72756	-0.5616	0.361759	1.98405	-0.497563	0
84	-0.346572	1.7301	-0.556239	0.348434	1.99873	-0.499728	-0.346572	1.7301	-0.556239	0.348434	1.99873	-0.499728	-0.346572	1.7301	-0.556239	0.348434	1.99873	-0.499728	0
85	-0.333469	1.73334	-0.550644	0.333983	2.0126	-0.501962	-0.333469	1.73334	-0.550644	0.333983	2.0126	-0.501962	-0.333469	1.73334	-0.550644	0.333983	2.0126	-0.501962	0
86	-0.320003	1.73719	-0.544904	0.318472	2.02559	-0.504182	-0.320003	1.73719	-0.544904	0.318472	2.02559	-0.504182	-0.320003	1.73719	-0.544904	0.318472	2.02559	-0.504182	0
87	-0.306288	1.74151	-0.539101	0.301969	2.03767	-0.506303	-0.306288	1.74151	-0.539101	0.301969	2.03767	-0.506303	-0.306288	1.74151	-0.539101	0.301969	2.03767	-0.506303	0
88	-0.29242	1.74621	-0.533299	0.284535	2.04883	-0.508243	-0.29242	1.74621	-0.533299	0.284535	2.04883	-0.508243	-0.29242	1.74621	-0.533299	0.284535	2.04883	-0.508243	0
89	-0.278482	1.75119	-0.527552	0.26623	2.05908	-0.50992	-0.278482	1.75119	-0.527552	0.26623	2.05908	-0.50992	-0.278482	1.75119	-0.527552	0.26623	2.05908	-0.50992	0
90	-0.264536	1.75634	-0.521897	0.247113	2.06841	-0.511255	-0.264536	1.75634	-0.521897	0.247113	2.06841	-0.511255	-0.264536	1.75634	-0.521897	0.247113	2.06841	-0.511255	0
91	-0.250629	1.7616	-0.516365	0.22724	2.07684	-0.512171	-0.250629	1.7616	-0.516365	0.22724	2.07684	-0.512171	-0.250629	1.7616	-0.516365	0.22724	2.07684	-0.512171	0
92	-0.236787	1.76686	-0.510974	0.206667	2.08437	-0.512596	-0.236787	1.76686	-0.510974	0.206667	2.08437	-0.512596	-0.236787	1.76686	-0.510974	0.206667	2.08437	-0.512596	0
93	-0.223022	1.77206	-0.505736	0.185455	2.09103	-0.512461	-0.223022	1.77206	-0.505736	0.185455	2.09103	-0.512461	-0.223022	1.77206	-0.505736	0.185455	2.09103	-0.512461	0
94	-0.209328	1.77712	-0.500661	0.163666	2.09682	-0.511706	-0.209328	1.77712	-0.500661	0.163666	2.09682	-0.511706	-0.209328	1.77712	-0.500661	0.163666	2.09682	-0.511706	0
95	-0.195686	1.78196	-0.495754	0.14137	2.10175	-0.510278	-0.195686	1.78196	-0.495754	0.14137	2.10175	-0.510278	-0.195686	1.78196	-0.495754	0.14137	2.10175	-0.510278	0
96	-0.182066	1.78653	-0.491024	0.118646	2.10582	-0.508135	-0.182066	1.78653	-0.491024	0.118646	2.10582	-0.508135	-0.182066	1.78653	-0.491024	0.118646	2.10582	-0.508135	0
97	-0.168427	1.79076	-0.486481	0.0955825	2.10906	-0.505252	-0.168427	1.79076	-0.486481	0.0955825	2.10906	-0.505252	-0.168427	1.79076	-0.486481	0.0955825	2.10906	-0.505252	0
98	-0.154719	1.7946	-0.482142	0.0722776	2.11147	-0.501617	-0.154719	1.7946	-0.482142	0.0722776	2.11147	-0.501617	-0.154719	1.7946	-0.482142	0.0722776	2.11147	-0.501617	0
99	-0.14089	1.79801	-0.47803	0.0488407	2.11307	-0.49724	-0.14089	1.79801	-0.47803	0.0488407	2.11307	-0.49724	-0.14089	1.79801	-0.47803	0.0488407	2.11307	-0.49724	0
100	-0.126881	1.80095	-0.474175	0.0253903	2.1139	-0.492151	-0.126881	1.80095	-0.474175	0.0253903	2.1139	-0.492151	-0.126881	1.80095	-0.474175	0.0253903	2.1139	-0.492151	0
101	-0.112636	1.8034	-0.470615	0.00205225	2.11399	-0.486405	-0.112636	1.8034	-0.470615	0.00205225	2.11399	-0.486405	-0.112636	1.8034	-0.470615	0.00205225	2.11399	-0.486405	0
102	-0.0981017	1.80535	-0.467397	-0.0210425	2.11336	-0.480079	-0.0981017	1.80535	-0.467397	-0.0210425	2.11336	-0.480079	-0.0981017	1.80535	-0.467397	-0.0210425	2.11336	-0.480079	0
103	-0.0832292	1.80679	-0.464571	-0.0437622	2.11207	-0.473275	-0.0832292	1.80679	-0.464571	-0.0437622	2.11207	-0.473275	-0.0832292	1.80679	-0.464571	-0.0437622	2.11207	-0.473275	0
104	-0.0679799	1.80772	-0.46219	-0.0659778	2.11015	-0.466119	-0.0679799	1.80772	-0.46219	-0.0659778	2.11015	-0.466119	-0.0679799	1.80772	-0.46219	-0.0659778	2.11015	-0.466119	0
105	-0.052326	1.80815	-0.460307	-0.0875678	2.10766	-0.458751	-0.052326	1.80815	-0.460307	-0.0875678	2.10766	-0.458751	-0.052326	1.80815	-0.460307	-0.0875678	2.10766	-0.458751	0
106	-0.0362541	1.8081	-0.458972	-0.108422	2.10461	-0.451331	-0.0362541	1.8081	-0.458972	-0.108422	2.10461	-0.451331	-0.0362541	1.8081	-0.458972	-0.108422	2.10461	-0.451331	0
107	-0.0197662	1.80758	-0.458227	-0.128447	2.10105	-0.444027	-0.0197662	1.80758	-0.458227	-0.128447	2.10105	-0.444027	-0.0197662	1.80758	-0.458227	-0.128447	2.10105	-0.444027	0
108	-0.00288097	1.8066	-0.458101	-0.147569	2.09699	-0.437011	-0.00288097	1.8066	-0.458101	-0.147569	2.09699	-0.437011	-0.00288097	1.8066	-0.458101	-0.147569	2.09699	-0.437011	0
109	0.0143661	1.80519	-0.458611	-0.165734	2.09244	-0.430452	0.0143661	1.80519	-0.458611	-0.165734	2.09244	-0.430452	0.0143661	1.80519	-0.458611	-0.165734	2.09244	-0.430452	0
110	0.0319239	1.80334	-0.459757	-0.182913	2.08742	-0.424513	0.0319239	1.80334	-0.459757	-0.182913	2.08742	-0.424513	0.0319239	1.80334	-0.459757	-0.182913	2.08742	-0.424513	0
111	0.0497275	1.80109	-0.461519	-0.199103	2.08191	-0.419343	0.0497275	1.80109	-0.461519	-0.199103	2.08191	-0.419343	0.0497275	1.80109	-0.461519	-0.199103	2.08191	-0.419343	0
112	0.0677012	1.79844	-0.463863	-0.214319	2.0759	-0.415071	0.0677012	1.79844	-0.463863	-0.214319	2.0759	-0.415071	0.0677012	1.79844	-0.463863	-0.214319	2.0759	-0.415071	0
113	0.0857619	1.79542	-0.466733	-0.228601	2.0694	-0.411806	0.0857619	1.79542	-0.466733	-0.228601	2.0694	-0.411806	0.0857619	1.79542	-0.466733	-0.228601	2.0694	-0.411806	0
114	0.103823	1.79205	-0.47006	-0.242006	2.06238	-0.409634	0.103823	1.79205	-0.47006	-0.242006	2.06238	-0.409634	0.103823	1.79205	-0.47006	-0.242006	2.06238	-0.409634	0
115	0.121798	1.78837	-0.473764	-0.254606	2.05484	-0.408613	0.121798	1.78837	-0.473764	-0.254606	2.05484	-0.408613	0.121798	1.78837	-0.473764	-0.254606	2.05484	-0.408613	0
116	0.139606	1.78442	-0.477753	-0.266481	2.04677	-0.408779	0.139606	1.78442	-0.477753	-0.266481	2.04677	-0.408779	0.139606	1.78442	-0.477753	-0.266481	2.04677	-0.408779	0
117	0.157173	1.78026	-0.481931	-0.277721	2.03818	-0.410142	0.157173	1.78026	-0.481931	-0.277721	2.03818	-0.410142	0.157173	1.78026	-0.481931	-0.277721	2.03818	-0.410142	0
118	0.174432	1.77594	-0.486199	-0.288414	2.02907	-0.412693	0.174432	1.77594	-0.486199	-0.288414	2.02907	-0.412693	0.174432	1.77594	-0.486199	-0.288414	2.02907	-0.412693	0
119	0.191332	1.77154	-0.49046	-0.29865	2.01945	-0.416398	0.191332	1.77154	-0.49046	-0.29865	2.01945	-0.416398	0.191332	1.77154	-0.49046	-0.29865	2.01945	-0.416398	0
120	0.207829	1.76714	-0.494621	-0.30851	2.00933	-0.421211	0.207829	1.76714	-0.494621	-0.30851	2.00933	-0.421211	0.207829	1.76714	-0.494621	-0.30851	2.00933	-0.421211	0
121	0.223893	1.76281	-0.498592	-0.318068	1.99872	-0.427067	0.223893	1.76281	-0.498592	-0.318068	1.99872	-0.427067	0.223893	1.76281	-0.498592	-0.318068	1.99872	-0.427067	0
122	0.239503	1.75867	-0.502292	-0.327385	1.98764	-0.433886	0.239503	1.75867	-0.502292	-0.327385	1.98764	-0.433886	0.239503	1.75867	-0.502292	-0.327385	1.98764	-0.433886	0
123	0.254644	1.75478	-0.50565	-0.336509	1.97609	-0.441579	0.254644	1.75478	-0.50565	-0.336509	1.97609	-0.441579	0.254644	1.75478	-0.50565	-0.336509	1.97609	-0.441579	0
124	0.269308	1.75124	-0.508603	-0.345473	1.9641	-0.450042	0.269308	1.75124	-0.508603	-0.345473	1.9641	-0.450042	0.269308	1.75124	-0.508603	-0.345473	1.9641	-0.450042	0
125	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0
126	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0
127	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0
128	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0
129	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0
130	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0
131	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0
132	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0
